Index,Gene
4382,DIMT1
4383,DIO1
4384,DIO2
4385,DIO3
4386,DIP2A
4387,DIP2B
4388,DIP2C
4389,DIRAS1
4390,DIRAS2
4391,DIRAS3
4392,DIRC1
4393,DIRC2
4394,DIRC3
4395,DIS3
4396,DIS3L
4397,DIS3L2
4398,DISC1
4399,DISP1
4400,DISP2
4401,DIXDC1
4402,DKC1
4403,DKK1
4404,DKK2
4405,DKK3
4406,DKK4
4407,DKKL1
4408,DLAT
4409,DLC1
4410,DLD
4411,DLEC1
4412,DLEU1
4413,DLEU7
4414,DLG1
4415,DLG2
4416,DLG3
4417,DLG4
4418,DLG5
4419,DLGAP1
4420,DLGAP2
4421,DLGAP3
4422,DLGAP4
4423,DLGAP5
4424,DLK1
4425,DLK2
4426,DLL1
4427,DLL3
4428,DLL4
4429,DLST
4430,DLX1
4431,DLX2
4432,DLX3
4433,DLX4
4434,DLX5
4435,DLX6
4436,DMAP1
4437,DMBT1
4438,DMBX1
4439,DMC1
4440,DMD
4441,DMGDH
4442,DMKN
4443,DMP1
4444,DMPK
4445,DMRT1
4446,DMRT2
4447,DMRT3
4448,DMRTA1
4449,DMRTA2
4450,DMRTB1
4451,DMRTC1
4452,DMRTC1B
4453,DMRTC2
4454,DMTF1
4455,DMTN
4456,DMWD
4457,DMXL1
4458,DMXL2
4459,DNA2
4460,DNAAF1
4461,DNAAF2
4462,DNAAF3
4463,DNAH1
4464,DNAH10
4465,DNAH10OS
4466,DNAH11
4467,DNAH12
4468,DNAH14
4469,DNAH17
4470,DNAH2
4471,DNAH3
4472,DNAH5
4473,DNAH6
4474,DNAH7
4475,DNAH8
4476,DNAH9
4477,DNAI1
4478,DNAI2
4479,DNAJA1
4480,DNAJA2
4481,DNAJA3
4482,DNAJA4
4483,DNAJB1
4484,DNAJB11
4485,DNAJB12
4486,DNAJB13
4487,DNAJB14
4488,DNAJB2
4489,DNAJB4
4490,DNAJB5
4491,DNAJB6
4492,DNAJB7
4493,DNAJB8
4494,DNAJB9
4495,DNAJC1
4496,DNAJC10
4497,DNAJC11
4498,DNAJC12
4499,DNAJC13
4500,DNAJC14
4501,DNAJC15
4502,DNAJC16
4503,DNAJC17
4504,DNAJC18
4505,DNAJC19
4506,DNAJC2
4507,DNAJC21
4508,DNAJC22
4509,DNAJC24
4510,DNAJC25
4511,DNAJC25-GNG10
4512,DNAJC27
4513,DNAJC28
4514,DNAJC3
4515,DNAJC30
4516,DNAJC4
4517,DNAJC5
4518,DNAJC5B
4519,DNAJC5G
4520,DNAJC6
4521,DNAJC7
4522,DNAJC8
4523,DNAJC9
4524,DNAL1
4525,DNAL4
4526,DNALI1
4527,DNASE1
4528,DNASE1L1
4529,DNASE1L2
4530,DNASE1L3
4531,DNASE2
4532,DNASE2B
4533,DND1
4534,DNER
4535,DNHD1
4536,DNLZ
4537,DNM1
4538,DNM1L
4539,DNM2
4540,DNM3
4541,DNMBP
4542,DNMT1
4543,DNMT3A
4544,DNMT3B
4545,DNMT3L
4546,DNPEP
4547,DNPH1
4548,DNTT
4549,DNTTIP1
4550,DNTTIP2
4551,DOC2A
4552,DOC2B
4553,DOCK1
4554,DOCK10
4555,DOCK11
4556,DOCK2
4557,DOCK3
4558,DOCK4
4559,DOCK5
4560,DOCK6
4561,DOCK7
4562,DOCK8
4563,DOCK9
4564,DOHH
4565,DOK1
4566,DOK2
4567,DOK3
4568,DOK4
4569,DOK5
4570,DOK6
4571,DOK7
4572,DOLK
4573,DOLPP1
4574,DONSON
4575,DOPEY1
4576,DOPEY2
4577,DOT1L
4578,DPAGT1
4579,DPCD
4580,DPCR1
4581,DPEP1
4582,DPEP2
4583,DPEP3
4584,DPF1
4585,DPF2
4586,DPF3
4587,DPH1
4588,DPH2
4589,DPH3
4590,DPH5
4591,DPH6
4592,DPH7
4593,DPM1
4594,DPM2
4595,DPM3
4596,DPP10
4597,DPP3
4598,DPP4
4599,DPP6
4600,DPP7
4601,DPP8
4602,DPP9
4603,DPPA2
4604,DPPA3
4605,DPPA4
4606,DPPA5
4607,DPRX
4608,DPT
4609,DPY19L1
4610,DPY19L2
4611,DPY19L3
4612,DPY19L4
4613,DPY30
4614,DPYD
4615,DPYS
4616,DPYSL2
4617,DPYSL3
4618,DPYSL4
4619,DPYSL5
4620,DQX1
4621,DR1
4622,DRAM1
4623,DRAM2
4624,DRAP1
4625,DRAXIN
4626,DRC1
4627,DRD1
4628,DRD2
4629,DRD3
4630,DRD4
4631,DRD5
4632,DRG1
4633,DRG2
4634,DRGX
4635,DRICH1
4636,DROSHA
4637,DRP2
4638,DSC1
4639,DSC2
4640,DSC3
4641,DSCAM
4642,DSCAML1
4643,DSCC1
4644,DSCR3
4645,DSCR4
4646,DSCR8
4647,DSE
4648,DSEL
4649,DSG1
4650,DSG2
4651,DSG3
4652,DSG4
4653,DSN1
4654,DSP
4655,DSPP
4656,DST
4657,DSTN
4658,DSTYK
4659,DTD1
4660,DTD2
4661,DTHD1
4662,DTL
4663,DTNA
4664,DTNB
4665,DTNBP1
4666,DTWD1
4667,DTWD2
4668,DTX1
4669,DTX2
4670,DTX3
4671,DTX3L
4672,DTX4
4673,DTYMK
4674,DUOX1
4675,DUOX2
4676,DUOXA1
4677,DUOXA2
4678,DUPD1
4679,DUS1L
4680,DUS2
4681,DUS3L
4682,DUS4L
4683,DUSP1
4684,DUSP10
4685,DUSP11
4686,DUSP12
4687,DUSP13
4688,DUSP14
4689,DUSP15
4690,DUSP16
4691,DUSP18
4692,DUSP19
4693,DUSP2
4694,DUSP21
4695,DUSP22
4696,DUSP23
4697,DUSP26
4698,DUSP27
4699,DUSP28
4700,DUSP3
4701,DUSP4
4702,DUSP5
4703,DUSP6
4704,DUSP7
4705,DUSP8
4706,DUSP9
4707,DUT
4708,DUX4
4709,DUXA
4710,DVL1
4711,DVL2
4712,DVL3
4713,DXO
4714,DYDC1
4715,DYDC2
4716,DYM
4717,DYNAP
4718,DYNC1H1
4719,DYNC1I1
4720,DYNC1I2
4721,DYNC1LI1
4722,DYNC1LI2
4723,DYNC2H1
4724,DYNC2LI1
4725,DYNLL1
4726,DYNLL2
4727,DYNLRB1
4728,DYNLRB2
4729,DYNLT1
4730,DYNLT3
4731,DYRK1A
4732,DYRK1B
4733,DYRK2
4734,DYRK3
4735,DYRK4
4736,DYSF
4737,DYTN
4738,DYX1C1
4739,DZANK1
4740,DZIP1
4741,DZIP1L
4742,DZIP3
4743,E2F1
4744,E2F2
4745,E2F3
4746,E2F4
4747,E2F5
4748,E2F6
4749,E2F7
4750,E2F8
4751,E4F1
4752,EAF1
4753,EAF2
4754,EAPP
4755,EARS2
4756,EBAG9
4757,EBF1
4758,EBF2
4759,EBF3
4760,EBF4
4761,EBI3
4762,EBLN1
4763,EBLN2
4764,EBNA1BP2
4765,EBP
4766,EBPL
4767,ECD
4768,ECE1
4769,ECE2
4770,ECEL1
4771,ECH1
4772,ECHDC1
4773,ECHDC2
4774,ECHDC3
4775,ECHS1
4776,ECI1
4777,ECI2
4778,ECM1
4779,ECM2
4780,ECSCR
4781,ECSIT
4782,ECT2
4783,ECT2L
4784,EDA
4785,EDA2R
4786,EDAR
4787,EDARADD
4788,EDC3
4789,EDC4
4790,EDDM3A
4791,EDDM3B
4792,EDEM1
4793,EDEM2
4794,EDEM3
4795,EDF1
4796,EDIL3
4797,EDN1
4798,EDN2
4799,EDN3
4800,EDNRA
4801,EDNRB
4802,EDRF1
4803,EEA1
4804,EED
4805,EEF1A1
4806,EEF1A2
4807,EEF1B2
4808,EEF1D
4809,EEF1E1
4810,EEF1E1-BLOC1S5
4811,EEF1G
4812,EEF2
4813,EEF2K
4814,EEFSEC
4815,EEPD1
4816,EFCAB1
4817,EFCAB10
4818,EFCAB11
4819,EFCAB12
4820,EFCAB13
4821,EFCAB14
4822,EFCAB2
4823,EFCAB3
4824,EFCAB5
4825,EFCAB6
4826,EFCAB7
4827,EFCAB8
4828,EFCAB9
4829,EFCC1
4830,EFEMP1
4831,EFEMP2
4832,EFHB
4833,EFHC1
4834,EFHC2
4835,EFHD1
4836,EFHD2
4837,EFNA1
4838,EFNA2
4839,EFNA3
4840,EFNA4
4841,EFNA5
4842,EFNB1
4843,EFNB2
4844,EFNB3
4845,EFR3A
4846,EFR3B
4847,EFS
4848,EFTUD1
4849,EFTUD2
4850,EGF
4851,EGFL6
4852,EGFL7
4853,EGFL8
4854,EGFLAM
4855,EGFR
4856,EGLN1
4857,EGLN2
4858,EGLN3
4859,EGR1
4860,EGR2
4861,EGR3
4862,EGR4
4863,EHBP1
4864,EHBP1L1
4865,EHD1
4866,EHD2
4867,EHD3
4868,EHD4
4869,EHF
4870,EHHADH
4871,EHMT1
4872,EHMT2
4873,EI24
4874,EID1
4875,EID2
4876,EID2B
4877,EID3
4878,EIF1
4879,EIF1AD
4880,EIF1AX
4881,EIF1AY
4882,EIF1B
4883,EIF2A
4884,EIF2AK1
4885,EIF2AK2
4886,EIF2AK3
4887,EIF2AK4
4888,EIF2B1
4889,EIF2B2
4890,EIF2B3
4891,EIF2B4
4892,EIF2B5
4893,EIF2D
4894,EIF2S1
4895,EIF2S2
4896,EIF2S3
4897,EIF2S3L
4898,EIF3A
4899,EIF3B
4900,EIF3C
4901,EIF3CL
4902,EIF3D
4903,EIF3E
4904,EIF3F
4905,EIF3G
4906,EIF3H
4907,EIF3I
4908,EIF3J
4909,EIF3K
4910,EIF3L
4911,EIF3M
4912,EIF4A1
4913,EIF4A2
4914,EIF4A3
4915,EIF4B
4916,EIF4E
4917,EIF4E1B
4918,EIF4E2
4919,EIF4E3
4920,EIF4EBP1
4921,EIF4EBP2
4922,EIF4EBP3
4923,EIF4ENIF1
4924,EIF4G1
4925,EIF4G2
4926,EIF4G3
4927,EIF4H
4928,EIF5
4929,EIF5A
4930,EIF5A2
4931,EIF5AL1
4932,EIF5B
4933,EIF6
4934,ELAC1
4935,ELAC2
4936,ELANE
4937,ELAVL1
4938,ELAVL2
4939,ELAVL3
4940,ELAVL4
4941,ELF1
4942,ELF2
4943,ELF3
4944,ELF4
4945,ELF5
4946,ELFN1
4947,ELFN2
4948,ELK1
4949,ELK3
4950,ELK4
4951,ELL
4952,ELL2
4953,ELL3
4954,ELMO1
4955,ELMO2
4956,ELMO3
4957,ELMOD1
4958,ELMOD2
4959,ELMOD3
4960,ELMSAN1
4961,ELN
4962,ELOF1
4963,ELOVL1
4964,ELOVL2
4965,ELOVL3
4966,ELOVL4
4967,ELOVL5
4968,ELOVL6
4969,ELOVL7
4970,ELP2
4971,ELP3
4972,ELP4
4973,ELP5
4974,ELP6
4975,ELSPBP1
4976,ELTD1
4977,EMB
4978,EMC1
4979,EMC10
4980,EMC2
4981,EMC3
4982,EMC4
4983,EMC6
4984,EMC7
4985,EMC8
4986,EMC9
4987,EMCN
4988,EMD
4989,EME1
4990,EME2
4991,EMG1
4992,EMID1
4993,EMILIN1
4994,EMILIN2
4995,EMILIN3
4996,EML1
4997,EML2
4998,EML3
4999,EML4
5000,EML5
5001,EML6
5002,EMP1
5003,EMP2
5004,EMP3
5005,EMR1
5006,EMR2
5007,EMR3
5008,EMX1
5009,EMX2
5010,EN1
5011,EN2
5012,ENAH
5013,ENAM
5014,ENC1
5015,ENDOD1
5016,ENDOG
5017,ENDOU
5018,ENDOV
5019,ENG
5020,ENGASE
5021,ENHO
5022,ENKD1
5023,ENKUR
5024,ENO1
5025,ENO2
5026,ENO3
5027,ENO4
5028,ENOPH1
5029,ENOSF1
5030,ENOX1
5031,ENOX2
5032,ENPEP
5033,ENPP1
5034,ENPP2
5035,ENPP3
5036,ENPP4
5037,ENPP5
5038,ENPP6
5039,ENPP7
5040,ENSA
5041,ENTHD1
5042,ENTHD2
5043,ENTPD1
5044,ENTPD2
5045,ENTPD3
5046,ENTPD4
5047,ENTPD5
5048,ENTPD6
5049,ENTPD7
5050,ENTPD8
5051,ENY2
5052,EOGT
5053,EOMES
5054,EP300
5055,EP400
5056,EP400NL
5057,EPAS1
5058,EPB41
5059,EPB41L1
5060,EPB41L2
5061,EPB41L3
5062,EPB41L4A
5063,EPB41L4B
5064,EPB41L5
5065,EPB42
5066,EPC1
5067,EPC2
5068,EPCAM
5069,EPDR1
5070,EPG5
5071,EPGN
5072,EPHA1
5073,EPHA10
5074,EPHA2
5075,EPHA3
5076,EPHA4
5077,EPHA5
5078,EPHA6
5079,EPHA7
5080,EPHA8
5081,EPHB1
5082,EPHB2
5083,EPHB3
5084,EPHB4
5085,EPHB6
5086,EPHX1
5087,EPHX2
5088,EPHX3
5089,EPHX4
5090,EPM2A
5091,EPM2AIP1
5092,EPN1
5093,EPN2
5094,EPN3
5095,EPO
5096,EPOR
5097,EPPIN
5098,EPPIN-WFDC6
5099,EPPK1
5100,EPRS
5101,EPS15
5102,EPS15L1
5103,EPS8
5104,EPS8L1
5105,EPS8L2
5106,EPS8L3
5107,EPSTI1
5108,EPT1
5109,EPX
5110,EPYC
5111,EQTN
5112,ERAL1
5113,ERAP1
5114,ERAP2
5115,ERAS
5116,ERBB2
5117,ERBB2IP
5118,ERBB3
5119,ERBB4
5120,ERC1
5121,ERC2
5122,ERCC1
5123,ERCC2
5124,ERCC3
5125,ERCC4
5126,ERCC5
5127,ERCC6
5128,ERCC6-PGBD3
5129,ERCC6L
5130,ERCC6L2
5131,ERCC8
5132,EREG
5133,ERF
5134,ERG
5135,ERGIC1
5136,ERGIC2
5137,ERGIC3
5138,ERH
5139,ERI1
5140,ERI2
5141,ERI3
5142,ERICH1
5143,ERICH2
5144,ERICH3
5145,ERICH4
5146,ERICH5
5147,ERICH6
5148,ERICH6B
5149,ERLEC1
5150,ERLIN1
5151,ERLIN2
5152,ERMAP
5153,ERMARD
5154,ERMN
5155,ERMP1
5156,ERN1
5157,ERN2
5158,ERO1L
5159,ERO1LB
5160,ERP27
5161,ERP29
5162,ERP44
5163,ERRFI1
5164,ERV3-1
5165,ERVFRD-1
5166,ERVMER34-1
5167,ERVV-1
5168,ERVV-2
5169,ERVW-1
5170,ESAM
5171,ESCO1
5172,ESCO2
5173,ESD
5174,ESF1
5175,ESM1
5176,ESPL1
5177,ESPN
5178,ESPNL
5179,ESR1
5180,ESR2
5181,ESRP1
5182,ESRP2
5183,ESRRA
5184,ESRRB
5185,ESRRG
5186,ESX1
5187,ESYT1
5188,ESYT2
5189,ESYT3
5190,ETAA1
5191,ETF1
5192,ETFA
5193,ETFB
5194,ETFDH
5195,ETHE1
5196,ETNK1
5197,ETNK2
5198,ETNPPL
5199,ETS1
5200,ETS2
5201,ETV1
5202,ETV2
5203,ETV3
5204,ETV3L
5205,ETV4
5206,ETV5
5207,ETV6
5208,ETV7
5209,EVA1A
5210,EVA1B
5211,EVA1C
5212,EVC
5213,EVC2
5214,EVI2A
5215,EVI2B
5216,EVI5
5217,EVI5L
5218,EVL
5219,EVPL
5220,EVPLL
5221,EVX1
5222,EVX2
5223,EWSR1
5224,EXD1
5225,EXD2
5226,EXD3
5227,EXO1
5228,EXO5
5229,EXOC1
5230,EXOC2
5231,EXOC3
5232,EXOC3L1
5233,EXOC3L2
5234,EXOC3L4
5235,EXOC4
5236,EXOC5
5237,EXOC6
5238,EXOC6B
5239,EXOC7
5240,EXOC8
5241,EXOG
5242,EXOSC1
5243,EXOSC10
5244,EXOSC2
5245,EXOSC3
5246,EXOSC4
5247,EXOSC5
5248,EXOSC6
5249,EXOSC7
5250,EXOSC8
5251,EXOSC9
5252,EXPH5
5253,EXT1
5254,EXT2
5255,EXTL1
5256,EXTL2
5257,EXTL3
5258,EYA1
5259,EYA2
5260,EYA3
5261,EYA4
5262,EYS
5263,EZH1
5264,EZH2
5265,EZR
5266,F10
5267,F11
5268,F11R
5269,F12
5270,F13A1
5271,F13B
5272,F2
5273,F2R
5274,F2RL1
5275,F2RL2
5276,F2RL3
5277,F3
5278,F5
5279,F7
5280,F8
5281,F8A1
5282,F8A2
5283,F8A3
5284,F9
5285,FA2H
5286,FAAH
5287,FAAH2
5288,FABP1
5289,FABP12
5290,FABP2
5291,FABP3
5292,FABP4
5293,FABP5
5294,FABP6
5295,FABP7
5296,FABP9
5297,FADD
5298,FADS1
5299,FADS2
5300,FADS3
5301,FADS6
5302,FAF1
5303,FAF2
5304,FAH
5305,FAHD1
5306,FAHD2A
5307,FAHD2B
5308,FAIM
5309,FAIM2
5310,FAIM3
5311,FAM101A
5312,FAM101B
5313,FAM102A
5314,FAM102B
5315,FAM103A1
5316,FAM104A
5317,FAM104B
5318,FAM105A
5319,FAM106A
5320,FAM107A
5321,FAM107B
5322,FAM109A
5323,FAM109B
5324,FAM110A
5325,FAM110B
5326,FAM110C
5327,FAM110D
5328,FAM111A
5329,FAM111B
5330,FAM114A1
5331,FAM114A2
5332,FAM117A
5333,FAM117B
5334,FAM118A
5335,FAM118B
5336,FAM120A
5337,FAM120AOS
5338,FAM120B
5339,FAM120C
5340,FAM122A
5341,FAM122B
5342,FAM122C
5343,FAM124A
5344,FAM124B
5345,FAM126A
5346,FAM126B
5347,FAM127A
5348,FAM127B
5349,FAM127C
5350,FAM129A
5351,FAM129B
5352,FAM129C
5353,FAM131A
5354,FAM131B
5355,FAM131C
5356,FAM132A
5357,FAM132B
5358,FAM133A
5359,FAM133B
5360,FAM134A
5361,FAM134B
5362,FAM134C
5363,FAM135A
5364,FAM135B
5365,FAM136A
5366,FAM13A
5367,FAM13B
5368,FAM13C
5369,FAM149A
5370,FAM149B1
5371,FAM150A
5372,FAM150B
5373,FAM151A
5374,FAM151B
5375,FAM153A
5376,FAM153B
5377,FAM153C
5378,FAM154A
5379,FAM154B
5380,FAM155A
5381,FAM155B
5382,FAM156A
5383,FAM156B
5384,FAM159A
5385,FAM159B
5386,FAM160A1
5387,FAM160A2
5388,FAM160B1
5389,FAM160B2
5390,FAM161A
5391,FAM161B
5392,FAM162A
5393,FAM162B
5394,FAM163A
5395,FAM163B
5396,FAM166A
5397,FAM166B
5398,FAM167A
5399,FAM167B
5400,FAM168A
5401,FAM168B
5402,FAM169A
5403,FAM169B
5404,FAM170A
5405,FAM170B
5406,FAM171A1
5407,FAM171A2
5408,FAM171B
5409,FAM172A
5410,FAM173A
5411,FAM173B
5412,FAM174A
5413,FAM174B
5414,FAM175A
5415,FAM175B
5416,FAM177A1
5417,FAM177B
5418,FAM178A
5419,FAM178B
5420,FAM179A
5421,FAM179B
5422,FAM180A
5423,FAM180B
5424,FAM181A
5425,FAM181B
5426,FAM182B
5427,FAM183A
5428,FAM183B
5429,FAM184A
5430,FAM184B
5431,FAM185A
5432,FAM186A
5433,FAM186B
5434,FAM187A
5435,FAM187B
5436,FAM188A
5437,FAM188B
5438,FAM189A1
5439,FAM189A2
5440,FAM189B
5441,FAM192A
5442,FAM193A
5443,FAM193B
5444,FAM195A
5445,FAM195B
5446,FAM196A
5447,FAM196B
5448,FAM198A
5449,FAM198B
5450,FAM199X
5451,FAM19A1
5452,FAM19A2
5453,FAM19A3
5454,FAM19A4
5455,FAM19A5
5456,FAM200A
5457,FAM200B
5458,FAM204A
5459,FAM205A
5460,FAM206A
5461,FAM207A
5462,FAM208A
5463,FAM208B
5464,FAM209A
5465,FAM209B
5466,FAM20A
5467,FAM20B
5468,FAM20C
5469,FAM210A
5470,FAM210B
5471,FAM212A
5472,FAM212B
5473,FAM213A
5474,FAM213B
5475,FAM214A
5476,FAM214B
5477,FAM215A
5478,FAM216A
5479,FAM216B
5480,FAM217A
5481,FAM217B
5482,FAM218A
5483,FAM219A
5484,FAM219B
5485,FAM21A
5486,FAM21C
5487,FAM220A
5488,FAM221A
5489,FAM221B
5490,FAM222A
5491,FAM222B
5492,FAM227A
5493,FAM227B
5494,FAM228A
5495,FAM228B
5496,FAM229A
5497,FAM229B
5498,FAM231A
5499,FAM231C
5500,FAM231D
5501,FAM24A
5502,FAM24B
5503,FAM25A
5504,FAM25E
5505,FAM26D
5506,FAM26E
5507,FAM26F
5508,FAM27C
5509,FAM32A
5510,FAM35A
5511,FAM3A
5512,FAM3B
5513,FAM3C
5514,FAM3D
5515,FAM43A
5516,FAM43B
5517,FAM45A
5518,FAM46A
5519,FAM46B
5520,FAM46C
5521,FAM46D
5522,FAM47A
5523,FAM47B
5524,FAM47C
5525,FAM47E
5526,FAM47E-STBD1
5527,FAM49A
5528,FAM49B
5529,FAM50A
5530,FAM50B
5531,FAM53A
5532,FAM53B
5533,FAM53C
5534,FAM57A
5535,FAM57B
5536,FAM58A
5537,FAM60A
5538,FAM63A
5539,FAM63B
5540,FAM64A
5541,FAM65A
5542,FAM65B
5543,FAM65C
5544,FAM69A
5545,FAM69B
5546,FAM69C
5547,FAM71A
5548,FAM71B
5549,FAM71C
5550,FAM71D
5551,FAM71E1
5552,FAM71E2
5553,FAM71F1
5554,FAM71F2
5555,FAM72A
5556,FAM72B
5557,FAM72C
5558,FAM72D
5559,FAM73A
5560,FAM73B
5561,FAM76A
5562,FAM76B
5563,FAM78A
5564,FAM78B
5565,FAM81A
5566,FAM81B
5567,FAM83A
5568,FAM83B
5569,FAM83C
5570,FAM83D
5571,FAM83E
5572,FAM83F
5573,FAM83G
5574,FAM83H
5575,FAM84A
5576,FAM84B
5577,FAM86B1
5578,FAM86B2
5579,FAM86C1
5580,FAM89A
5581,FAM89B
5582,FAM8A1
5583,FAM90A1
5584,FAM90A26
5585,FAM91A1
5586,FAM92A1
5587,FAM92B
5588,FAM96A
5589,FAM96B
5590,FAM98A
5591,FAM98B
5592,FAM98C
5593,FAM9A
5594,FAM9B
5595,FAM9C
5596,FAN1
5597,FANCA
5598,FANCB
5599,FANCC
5600,FANCD2
5601,FANCD2OS
5602,FANCE
5603,FANCF
5604,FANCG
5605,FANCI
5606,FANCL
5607,FANCM
5608,FANK1
5609,FAP
5610,FAR1
5611,FAR2
5612,FARP1
5613,FARP2
5614,FARS2
5615,FARSA
5616,FARSB
5617,FAS
5618,FASLG
5619,FASN
5620,FASTK
5621,FASTKD1
5622,FASTKD2
5623,FASTKD3
5624,FASTKD5
5625,FAT1
5626,FAT2
5627,FAT3
5628,FAT4
5629,FATE1
5630,FAU
5631,FAXC
5632,FAXDC2
5633,FBF1
5634,FBL
5635,FBLIM1
5636,FBLL1
5637,FBLN1
5638,FBLN2
5639,FBLN5
5640,FBLN7
5641,FBN1
5642,FBN2
5643,FBN3
5644,FBP1
5645,FBP2
5646,FBRS
5647,FBRSL1
5648,FBXL12
5649,FBXL13
5650,FBXL14
5651,FBXL15
5652,FBXL16
5653,FBXL17
5654,FBXL18
5655,FBXL19
5656,FBXL2
5657,FBXL20
5658,FBXL22
5659,FBXL3
5660,FBXL4
5661,FBXL5
5662,FBXL6
5663,FBXL7
5664,FBXL8
5665,FBXO10
5666,FBXO11
5667,FBXO15
5668,FBXO16
5669,FBXO17
5670,FBXO18
5671,FBXO2
5672,FBXO21
5673,FBXO22
5674,FBXO24
5675,FBXO25
5676,FBXO27
5677,FBXO28
5678,FBXO3
5679,FBXO30
5680,FBXO31
5681,FBXO32
5682,FBXO33
5683,FBXO34
5684,FBXO36
5685,FBXO38
5686,FBXO39
5687,FBXO4
5688,FBXO40
5689,FBXO41
5690,FBXO42
5691,FBXO43
5692,FBXO44
5693,FBXO45
5694,FBXO46
5695,FBXO47
5696,FBXO48
5697,FBXO5
5698,FBXO6
5699,FBXO7
5700,FBXO8
5701,FBXO9
5702,FBXW10
5703,FBXW11
5704,FBXW12
5705,FBXW2
5706,FBXW4
5707,FBXW5
5708,FBXW7
5709,FBXW8
5710,FBXW9
5711,FCAMR
5712,FCAR
5713,FCER1A
5714,FCER1G
5715,FCER2
5716,FCF1
5717,FCGBP
5718,FCGR1A
5719,FCGR1B
5720,FCGR2A
5721,FCGR2B
5722,FCGR3A
5723,FCGR3B
5724,FCGRT
5725,FCHO1
5726,FCHO2
5727,FCHSD1
5728,FCHSD2
5729,FCN1
5730,FCN2
5731,FCN3
5732,FCRL1
5733,FCRL2
5734,FCRL3
5735,FCRL4
5736,FCRL5
5737,FCRL6
5738,FCRLA
5739,FCRLB
5740,FDCSP
5741,FDFT1
5742,FDPS
5743,FDX1
5744,FDX1L
5745,FDXACB1
5746,FDXR
5747,FECH
5748,FEM1A
5749,FEM1B
5750,FEM1C
5751,FEN1
5752,FER
5753,FER1L5
5754,FER1L6
5755,FERD3L
5756,FERMT1
5757,FERMT2
5758,FERMT3
5759,FES
5760,FETUB
5761,FEV
5762,FEZ1
5763,FEZ2
5764,FEZF1
5765,FEZF2
5766,FFAR1
5767,FFAR2
5768,FFAR3
5769,FFAR4
5770,FGA
5771,FGB
5772,FGD1
5773,FGD2
5774,FGD3
5775,FGD4
5776,FGD5
5777,FGD6
5778,FGF1
5779,FGF10
5780,FGF11
5781,FGF12
5782,FGF13
5783,FGF14
5784,FGF16
5785,FGF17
5786,FGF18
5787,FGF19
5788,FGF2
5789,FGF20
5790,FGF21
5791,FGF22
5792,FGF23
5793,FGF3
5794,FGF4
5795,FGF5
5796,FGF6
5797,FGF7
5798,FGF8
5799,FGF9
5800,FGFBP1
5801,FGFBP2
5802,FGFBP3
5803,FGFR1
5804,FGFR1OP
5805,FGFR1OP2
5806,FGFR2
5807,FGFR3
5808,FGFR4
5809,FGFRL1
5810,FGG
5811,FGGY
5812,FGL1
5813,FGL2
5814,FGR
5815,FH
5816,FHAD1
5817,FHDC1
5818,FHIT
5819,FHL1
5820,FHL2
5821,FHL3
5822,FHL5
5823,FHOD1
5824,FHOD3
5825,FIBCD1
5826,FIBIN
5827,FIBP
5828,FICD
5829,FIG4
5830,FIGF
5831,FIGLA
5832,FIGN
5833,FIGNL1
5834,FILIP1
5835,FILIP1L
5836,FIP1L1
5837,FIS1
5838,FITM1
5839,FITM2
5840,FIZ1
5841,FJX1
5842,FKBP10
5843,FKBP11
5844,FKBP14
5845,FKBP15
5846,FKBP1A
5847,FKBP1B
5848,FKBP1C
5849,FKBP2
5850,FKBP3
5851,FKBP4
5852,FKBP5
5853,FKBP6
5854,FKBP7
5855,FKBP8
5856,FKBP9
5857,FKBPL
5858,FKRP
5859,FKTN
5860,FLAD1
5861,FLCN
5862,FLG
5863,FLG2
5864,FLI1
5865,FLII
5866,FLNA
5867,FLNB
5868,FLNC
5869,FLOT1
5870,FLOT2
5871,FLRT1
5872,FLRT2
5873,FLRT3
5874,FLT1
5875,FLT3
5876,FLT3LG
5877,FLT4
5878,FLVCR1
5879,FLVCR2
5880,FLYWCH1
5881,FLYWCH2
5882,FMN1
5883,FMN2
5884,FMNL1
5885,FMNL2
5886,FMNL3
5887,FMO1
5888,FMO2
5889,FMO3
5890,FMO4
5891,FMO5
5892,FMO6P
5893,FMOD
5894,FMR1
5895,FMR1NB
5896,FN1
5897,FN3K
5898,FN3KRP
5899,FNBP1
5900,FNBP1L
5901,FNBP4
5902,FNDC1
5903,FNDC3A
5904,FNDC3B
5905,FNDC4
5906,FNDC5
5907,FNDC7
5908,FNDC8
5909,FNDC9
5910,FNIP1
5911,FNIP2
5912,FNTA
5913,FNTB
5914,FOCAD
5915,FOLH1
5916,FOLR1
5917,FOLR2
5918,FOLR3
5919,FOPNL
5920,FOS
5921,FOSB
5922,FOSL1
5923,FOSL2
5924,FOXA1
5925,FOXA2
5926,FOXA3
5927,FOXB1
5928,FOXB2
5929,FOXC1
5930,FOXC2
5931,FOXD1
5932,FOXD2
5933,FOXD3
5934,FOXD4
5935,FOXD4L1
5936,FOXD4L3
5937,FOXD4L4
5938,FOXD4L5
5939,FOXD4L6
5940,FOXE1
5941,FOXE3
5942,FOXF1
5943,FOXF2
5944,FOXG1
5945,FOXH1
5946,FOXI1
5947,FOXI2
5948,FOXI3
5949,FOXJ1
5950,FOXJ2
5951,FOXJ3
5952,FOXK1
5953,FOXK2
5954,FOXL1
