Index,Gene
9167,LY6G5C
9168,LY6G6C
9169,LY6G6D
9170,LY6G6E
9171,LY6G6F
9172,LY6H
9173,LY6K
9174,LY75
9175,LY75-CD302
9176,LY86
9177,LY9
9178,LY96
9179,LYAR
9180,LYG1
9181,LYG2
9182,LYL1
9183,LYN
9184,LYNX1
9185,LYPD1
9186,LYPD2
9187,LYPD3
9188,LYPD4
9189,LYPD5
9190,LYPD6
9191,LYPD6B
9192,LYPD8
9193,LYPLA1
9194,LYPLA2
9195,LYPLAL1
9196,LYRM1
9197,LYRM2
9198,LYRM4
9199,LYRM5
9200,LYRM7
9201,LYRM9
9202,LYSMD1
9203,LYSMD2
9204,LYSMD3
9205,LYSMD4
9206,LYST
9207,LYVE1
9208,LYZ
9209,LYZL1
9210,LYZL2
9211,LYZL4
9212,LYZL6
9213,LZIC
9214,LZTFL1
9215,LZTR1
9216,LZTS1
9217,LZTS2
9218,LZTS3
9219,M1AP
9220,M6PR
9221,MAATS1
9222,MAB21L1
9223,MAB21L2
9224,MAB21L3
9225,MACC1
9226,MACF1
9227,MACROD1
9228,MACROD2
9229,MAD1L1
9230,MAD2L1
9231,MAD2L1BP
9232,MAD2L2
9233,MADCAM1
9234,MADD
9235,MAEA
9236,MAEL
9237,MAF
9238,MAF1
9239,MAFA
9240,MAFB
9241,MAFF
9242,MAFG
9243,MAFK
9244,MAG
9245,MAGEA1
9246,MAGEA10
9247,MAGEA11
9248,MAGEA12
9249,MAGEA2
9250,MAGEA2B
9251,MAGEA3
9252,MAGEA4
9253,MAGEA6
9254,MAGEA8
9255,MAGEA9
9256,MAGEA9B
9257,MAGEB1
9258,MAGEB10
9259,MAGEB16
9260,MAGEB17
9261,MAGEB18
9262,MAGEB2
9263,MAGEB3
9264,MAGEB4
9265,MAGEB5
9266,MAGEB6
9267,MAGEC1
9268,MAGEC2
9269,MAGEC3
9270,MAGED1
9271,MAGED2
9272,MAGED4
9273,MAGED4B
9274,MAGEE1
9275,MAGEE2
9276,MAGEF1
9277,MAGEH1
9278,MAGEL2
9279,MAGI1
9280,MAGI2
9281,MAGI3
9282,MAGIX
9283,MAGOH
9284,MAGOHB
9285,MAGT1
9286,MAK
9287,MAK16
9288,MAL
9289,MAL2
9290,MALL
9291,MALRD1
9292,MALSU1
9293,MALT1
9294,MAMDC2
9295,MAMDC4
9296,MAML1
9297,MAML2
9298,MAML3
9299,MAMLD1
9300,MAMSTR
9301,MAN1A1
9302,MAN1A2
9303,MAN1B1
9304,MAN1C1
9305,MAN2A1
9306,MAN2A2
9307,MAN2B1
9308,MAN2B2
9309,MAN2C1
9310,MANBA
9311,MANBAL
9312,MANEA
9313,MANEAL
9314,MANF
9315,MANSC1
9316,MANSC4
9317,MAOA
9318,MAOB
9319,MAP10
9320,MAP1A
9321,MAP1B
9322,MAP1LC3A
9323,MAP1LC3B
9324,MAP1LC3B2
9325,MAP1LC3C
9326,MAP1S
9327,MAP2
9328,MAP2K1
9329,MAP2K2
9330,MAP2K3
9331,MAP2K4
9332,MAP2K5
9333,MAP2K6
9334,MAP2K7
9335,MAP3K1
9336,MAP3K10
9337,MAP3K11
9338,MAP3K12
9339,MAP3K13
9340,MAP3K14
9341,MAP3K15
9342,MAP3K19
9343,MAP3K2
9344,MAP3K3
9345,MAP3K4
9346,MAP3K5
9347,MAP3K6
9348,MAP3K7
9349,MAP3K7CL
9350,MAP3K8
9351,MAP3K9
9352,MAP4
9353,MAP4K1
9354,MAP4K2
9355,MAP4K3
9356,MAP4K4
9357,MAP4K5
9358,MAP6
9359,MAP6D1
9360,MAP7
9361,MAP7D1
9362,MAP7D2
9363,MAP7D3
9364,MAP9
9365,MAPK1
9366,MAPK10
9367,MAPK11
9368,MAPK12
9369,MAPK13
9370,MAPK14
9371,MAPK15
9372,MAPK1IP1L
9373,MAPK3
9374,MAPK4
9375,MAPK6
9376,MAPK7
9377,MAPK8
9378,MAPK8IP1
9379,MAPK8IP2
9380,MAPK8IP3
9381,MAPK9
9382,MAPKAP1
9383,MAPKAPK2
9384,MAPKAPK3
9385,MAPKAPK5
9386,MAPKBP1
9387,MAPRE1
9388,MAPRE2
9389,MAPRE3
9390,MAPT
9391,MARC1
9392,MARC2
9393,MARCH1
9394,MARCH10
9395,MARCH11
9396,MARCH2
9397,MARCH3
9398,MARCH4
9399,MARCH5
9400,MARCH6
9401,MARCH7
9402,MARCH8
9403,MARCH9
9404,MARCKS
9405,MARCKSL1
9406,MARCO
9407,MARK1
9408,MARK2
9409,MARK3
9410,MARK4
9411,MARS
9412,MARS2
9413,MARVELD1
9414,MARVELD2
9415,MARVELD3
9416,MAS1
9417,MAS1L
9418,MASP1
9419,MASP2
9420,MAST1
9421,MAST2
9422,MAST3
9423,MAST4
9424,MASTL
9425,MAT1A
9426,MAT2A
9427,MAT2B
9428,MATK
9429,MATN1
9430,MATN2
9431,MATN3
9432,MATN4
9433,MATR3
9434,MAU2
9435,MAVS
9436,MAX
9437,MAZ
9438,MB
9439,MB21D1
9440,MB21D2
9441,MBD1
9442,MBD2
9443,MBD3
9444,MBD3L1
9445,MBD3L2
9446,MBD3L3
9447,MBD3L4
9448,MBD3L5
9449,MBD4
9450,MBD5
9451,MBD6
9452,MBIP
9453,MBL2
9454,MBLAC1
9455,MBLAC2
9456,MBNL1
9457,MBNL2
9458,MBNL3
9459,MBOAT1
9460,MBOAT2
9461,MBOAT4
9462,MBOAT7
9463,MBP
9464,MBTD1
9465,MBTPS1
9466,MBTPS2
9467,MC1R
9468,MC2R
9469,MC3R
9470,MC4R
9471,MC5R
9472,MCAM
9473,MCAT
9474,MCC
9475,MCCC1
9476,MCCC2
9477,MCCD1
9478,MCEE
9479,MCEMP1
9480,MCF2
9481,MCF2L
9482,MCF2L2
9483,MCFD2
9484,MCHR1
9485,MCHR2
9486,MCIDAS
9487,MCL1
9488,MCM10
9489,MCM2
9490,MCM3
9491,MCM3AP
9492,MCM4
9493,MCM5
9494,MCM6
9495,MCM7
9496,MCM8
9497,MCM9
9498,MCMBP
9499,MCMDC2
9500,MCOLN1
9501,MCOLN2
9502,MCOLN3
9503,MCPH1
9504,MCRS1
9505,MCTP1
9506,MCTP2
9507,MCTS1
9508,MCU
9509,MCUR1
9510,MDC1
9511,MDFI
9512,MDFIC
9513,MDGA1
9514,MDGA2
9515,MDH1
9516,MDH1B
9517,MDH2
9518,MDK
9519,MDM1
9520,MDM2
9521,MDM4
9522,MDN1
9523,MDP1
9524,MDS2
9525,ME1
9526,ME2
9527,ME3
9528,MEA1
9529,MEAF6
9530,MECOM
9531,MECP2
9532,MECR
9533,MED1
9534,MED10
9535,MED11
9536,MED12
9537,MED12L
9538,MED13
9539,MED13L
9540,MED14
9541,MED15
9542,MED16
9543,MED17
9544,MED18
9545,MED19
9546,MED20
9547,MED21
9548,MED22
9549,MED23
9550,MED24
9551,MED25
9552,MED26
9553,MED27
9554,MED28
9555,MED29
9556,MED30
9557,MED31
9558,MED4
9559,MED6
9560,MED7
9561,MED8
9562,MED9
9563,MEDAG
9564,MEF2A
9565,MEF2B
9566,MEF2BNB
9567,MEF2BNB-MEF2B
9568,MEF2C
9569,MEF2D
9570,MEFV
9571,MEGF10
9572,MEGF11
9573,MEGF6
9574,MEGF8
9575,MEGF9
9576,MEI1
9577,MEI4
9578,MEIG1
9579,MEIOB
9580,MEIS1
9581,MEIS2
9582,MEIS3
9583,MELK
9584,MEMO1
9585,MEN1
9586,MEOX1
9587,MEOX2
9588,MEP1A
9589,MEP1B
9590,MEPCE
9591,MEPE
9592,MERTK
9593,MESDC1
9594,MESDC2
9595,MESP1
9596,MESP2
9597,MEST
9598,MET
9599,METAP1
9600,METAP1D
9601,METAP2
9602,METRN
9603,METRNL
9604,METTL1
9605,METTL10
9606,METTL11B
9607,METTL12
9608,METTL13
9609,METTL14
9610,METTL15
9611,METTL16
9612,METTL17
9613,METTL18
9614,METTL20
9615,METTL21A
9616,METTL21B
9617,METTL21C
9618,METTL22
9619,METTL23
9620,METTL24
9621,METTL25
9622,METTL2A
9623,METTL2B
9624,METTL3
9625,METTL4
9626,METTL5
9627,METTL6
9628,METTL7A
9629,METTL7B
9630,METTL8
9631,METTL9
9632,MEX3A
9633,MEX3B
9634,MEX3C
9635,MEX3D
9636,MFAP1
9637,MFAP2
9638,MFAP3
9639,MFAP3L
9640,MFAP4
9641,MFAP5
9642,MFF
9643,MFGE8
9644,MFHAS1
9645,MFI2
9646,MFN1
9647,MFN2
9648,MFNG
9649,MFRP
9650,MFSD1
9651,MFSD10
9652,MFSD11
9653,MFSD12
9654,MFSD2A
9655,MFSD2B
9656,MFSD3
9657,MFSD4
9658,MFSD5
9659,MFSD6
9660,MFSD6L
9661,MFSD7
9662,MFSD8
9663,MFSD9
9664,MGA
9665,MGAM
9666,MGARP
9667,MGAT1
9668,MGAT2
9669,MGAT3
9670,MGAT4A
9671,MGAT4B
9672,MGAT4C
9673,MGAT4D
9674,MGAT5
9675,MGAT5B
9676,MGC50722
9677,MGEA5
9678,MGLL
9679,MGME1
9680,MGMT
9681,MGP
9682,MGRN1
9683,MGST1
9684,MGST2
9685,MGST3
9686,MIA
9687,MIA-RAB4B
9688,MIA2
9689,MIA3
9690,MIB1
9691,MIB2
9692,MICA
9693,MICAL1
9694,MICAL2
9695,MICAL3
9696,MICALCL
9697,MICALL1
9698,MICALL2
9699,MICB
9700,MICU1
9701,MICU2
9702,MICU3
9703,MID1
9704,MID1IP1
9705,MID2
9706,MIDN
9707,MIEF1
9708,MIEF2
9709,MIEN1
9710,MIER1
9711,MIER2
9712,MIER3
9713,MIF
9714,MIF4GD
9715,MIIP
9716,MILR1
9717,MINA
9718,MINK1
9719,MINOS1
9720,MINOS1-NBL1
9721,MINPP1
9722,MIOS
9723,MIOX
9724,MIP
9725,MIPEP
9726,MIPOL1
9727,MIS12
9728,MIS18A
9729,MIS18BP1
9730,MISP
9731,MITD1
9732,MITF
9733,MIXL1
9734,MKI67
9735,MKKS
9736,MKL1
9737,MKL2
9738,MKLN1
9739,MKNK1
9740,MKNK2
9741,MKRN1
9742,MKRN2
9743,MKRN2OS
9744,MKRN3
9745,MKS1
9746,MKX
9747,MLANA
9748,MLC1
9749,MLEC
9750,MLF1
9751,MLF2
9752,MLH1
9753,MLH3
9754,MLIP
9755,MLK4
9756,MLKL
9757,MLLT1
9758,MLLT10
9759,MLLT11
9760,MLLT3
9761,MLLT4
9762,MLLT6
9763,MLN
9764,MLNR
9765,MLPH
9766,MLST8
9767,MLX
9768,MLXIP
9769,MLXIPL
9770,MLYCD
9771,MMAA
9772,MMAB
9773,MMACHC
9774,MMADHC
9775,MMD
9776,MMD2
9777,MME
9778,MMEL1
9779,MMGT1
9780,MMP1
9781,MMP10
9782,MMP11
9783,MMP12
9784,MMP13
9785,MMP14
9786,MMP15
9787,MMP16
9788,MMP17
9789,MMP19
9790,MMP2
9791,MMP20
9792,MMP21
9793,MMP23B
9794,MMP24
9795,MMP25
9796,MMP26
9797,MMP27
9798,MMP28
9799,MMP3
9800,MMP7
9801,MMP8
9802,MMP9
9803,MMRN1
9804,MMRN2
9805,MMS19
9806,MMS22L
9807,MN1
9808,MNAT1
9809,MND1
9810,MNDA
9811,MNS1
9812,MNT
9813,MNX1
9814,MOAP1
9815,MOB1A
9816,MOB1B
9817,MOB2
9818,MOB3A
9819,MOB3B
9820,MOB3C
9821,MOB4
9822,MOBP
9823,MOCOS
9824,MOCS1
9825,MOCS2
9826,MOCS3
9827,MOG
9828,MOGAT1
9829,MOGAT2
9830,MOGAT3
9831,MOGS
9832,MOK
9833,MON1A
9834,MON1B
9835,MON2
9836,MORC1
9837,MORC2
9838,MORC3
9839,MORC4
9840,MORF4L1
9841,MORF4L2
9842,MORN1
9843,MORN2
9844,MORN3
9845,MORN4
9846,MORN5
9847,MOS
9848,MOSPD1
9849,MOSPD2
9850,MOSPD3
9851,MOV10
9852,MOV10L1
9853,MOXD1
9854,MPC1
9855,MPC2
9856,MPDU1
9857,MPDZ
9858,MPEG1
9859,MPG
9860,MPHOSPH10
9861,MPHOSPH6
9862,MPHOSPH8
9863,MPHOSPH9
9864,MPI
9865,MPL
9866,MPLKIP
9867,MPND
9868,MPO
9869,MPP1
9870,MPP2
9871,MPP3
9872,MPP4
9873,MPP5
9874,MPP6
9875,MPP7
9876,MPPE1
9877,MPPED1
9878,MPPED2
9879,MPRIP
9880,MPST
9881,MPV17
9882,MPV17L
9883,MPV17L2
9884,MPZ
9885,MPZL1
9886,MPZL2
9887,MPZL3
9888,MR1
9889,MRAP
9890,MRAP2
9891,MRAS
9892,MRC1
9893,MRC2
9894,MRE11A
9895,MREG
9896,MRFAP1
9897,MRFAP1L1
9898,MRGBP
9899,MRGPRD
9900,MRGPRE
9901,MRGPRF
9902,MRGPRG
9903,MRGPRX1
9904,MRGPRX2
9905,MRGPRX3
9906,MRGPRX4
9907,MRI1
9908,MRM1
9909,MRO
9910,MROH1
9911,MROH2A
9912,MROH2B
9913,MROH6
9914,MROH7
9915,MROH7-TTC4
9916,MROH8
9917,MROH9
9918,MRPL1
9919,MRPL10
9920,MRPL11
9921,MRPL12
9922,MRPL13
9923,MRPL14
9924,MRPL15
9925,MRPL16
9926,MRPL17
9927,MRPL18
9928,MRPL19
9929,MRPL2
9930,MRPL20
9931,MRPL21
9932,MRPL22
9933,MRPL23
9934,MRPL24
9935,MRPL27
9936,MRPL28
9937,MRPL3
9938,MRPL30
9939,MRPL32
9940,MRPL33
9941,MRPL34
9942,MRPL35
9943,MRPL36
9944,MRPL37
9945,MRPL38
9946,MRPL39
9947,MRPL4
9948,MRPL40
9949,MRPL41
9950,MRPL42
9951,MRPL43
9952,MRPL44
9953,MRPL45
9954,MRPL46
9955,MRPL47
9956,MRPL48
9957,MRPL49
9958,MRPL50
9959,MRPL51
9960,MRPL52
9961,MRPL53
9962,MRPL54
9963,MRPL55
9964,MRPL57
9965,MRPL9
9966,MRPS10
9967,MRPS11
9968,MRPS12
9969,MRPS14
9970,MRPS15
9971,MRPS16
9972,MRPS17
9973,MRPS18A
9974,MRPS18B
9975,MRPS18C
9976,MRPS2
9977,MRPS21
9978,MRPS22
9979,MRPS23
9980,MRPS24
9981,MRPS25
9982,MRPS26
9983,MRPS27
9984,MRPS28
9985,MRPS30
9986,MRPS31
9987,MRPS33
9988,MRPS34
9989,MRPS35
9990,MRPS36
9991,MRPS5
9992,MRPS6
9993,MRPS7
9994,MRPS9
9995,MRRF
9996,MRS2
9997,MRTO4
9998,MRVI1
9999,MS4A1
10000,MS4A10
10001,MS4A12
10002,MS4A13
10003,MS4A14
10004,MS4A15
10005,MS4A18
10006,MS4A2
10007,MS4A3
10008,MS4A4A
10009,MS4A4E
10010,MS4A5
10011,MS4A6A
10012,MS4A6E
10013,MS4A7
10014,MS4A8
10015,MSANTD1
10016,MSANTD2
10017,MSANTD3
10018,MSANTD3-TMEFF1
10019,MSANTD4
10020,MSC
10021,MSGN1
10022,MSH2
10023,MSH3
10024,MSH4
10025,MSH5
10026,MSH5-SAPCD1
10027,MSH6
10028,MSI1
10029,MSI2
10030,MSL1
10031,MSL2
10032,MSL3
10033,MSLN
10034,MSLNL
10035,MSMB
10036,MSMO1
10037,MSMP
10038,MSN
10039,MSR1
10040,MSRA
10041,MSRB1
10042,MSRB2
10043,MSRB3
10044,MSS51
10045,MST1
10046,MST1R
10047,MSTN
10048,MSTO1
10049,MSX1
10050,MSX2
10051,MT1A
10052,MT1B
10053,MT1E
10054,MT1F
10055,MT1G
10056,MT1H
10057,MT1HL1
10058,MT1M
10059,MT1X
10060,MT2A
10061,MT3
10062,MT4
10063,MTA1
10064,MTA2
10065,MTA3
10066,MTAP
10067,MTBP
10068,MTCH1
10069,MTCH2
10070,MTCL1
10071,MTCP1
10072,MTDH
10073,MTERF1
10074,MTERF2
10075,MTERF3
10076,MTERF4
10077,MTF1
10078,MTF2
10079,MTFMT
10080,MTFP1
10081,MTFR1
10082,MTFR1L
10083,MTFR2
10084,MTG1
10085,MTG2
10086,MTHFD1
10087,MTHFD1L
10088,MTHFD2
10089,MTHFD2L
10090,MTHFR
10091,MTHFS
10092,MTHFSD
10093,MTIF2
10094,MTIF3
10095,MTL5
10096,MTM1
10097,MTMR1
10098,MTMR10
10099,MTMR11
10100,MTMR12
10101,MTMR14
10102,MTMR2
10103,MTMR3
10104,MTMR4
10105,MTMR6
10106,MTMR7
10107,MTMR8
10108,MTMR9
10109,MTNR1A
10110,MTNR1B
10111,MTO1
10112,MTOR
10113,MTPAP
10114,MTPN
10115,MTR
10116,MTRF1
10117,MTRF1L
10118,MTRNR2L1
10119,MTRNR2L10
10120,MTRNR2L11
10121,MTRNR2L12
10122,MTRNR2L13
10123,MTRNR2L3
10124,MTRNR2L4
10125,MTRNR2L5
10126,MTRNR2L6
10127,MTRNR2L7
10128,MTRNR2L8
10129,MTRNR2L9
10130,MTRR
10131,MTSS1
10132,MTSS1L
10133,MTTP
10134,MTURN
10135,MTUS1
10136,MTUS2
10137,MTX1
10138,MTX2
10139,MTX3
10140,MUC1
10141,MUC12
10142,MUC13
10143,MUC15
10144,MUC16
10145,MUC17
10146,MUC20
10147,MUC21
10148,MUC22
10149,MUC3A
10150,MUC4
10151,MUC5AC
10152,MUC5B
10153,MUC6
10154,MUC7
10155,MUCL1
10156,MUL1
10157,MUM1
10158,MUM1L1
10159,MURC
10160,MUS81
10161,MUSK
10162,MUSTN1
10163,MUT
10164,MUTYH
10165,MVB12A
10166,MVB12B
10167,MVD
10168,MVK
10169,MVP
10170,MX1
10171,MX2
10172,MXD1
10173,MXD3
10174,MXD4
10175,MXI1
10176,MXRA5
10177,MXRA7
10178,MXRA8
10179,MYADM
10180,MYADML2
10181,MYB
10182,MYBBP1A
10183,MYBL1
10184,MYBL2
10185,MYBPC1
10186,MYBPC2
10187,MYBPC3
10188,MYBPH
10189,MYBPHL
10190,MYC
10191,MYCBP
10192,MYCBP2
10193,MYCBPAP
10194,MYCL
10195,MYCN
10196,MYCT1
10197,MYD88
10198,MYEF2
10199,MYEOV
10200,MYEOV2
10201,MYF5
10202,MYF6
10203,MYH1
10204,MYH10
10205,MYH11
10206,MYH13
10207,MYH14
10208,MYH15
10209,MYH2
10210,MYH3
10211,MYH4
10212,MYH6
10213,MYH7
10214,MYH7B
10215,MYH8
10216,MYH9
10217,MYL1
10218,MYL10
10219,MYL12A
10220,MYL12B
10221,MYL2
10222,MYL3
10223,MYL4
10224,MYL5
10225,MYL6
10226,MYL6B
10227,MYL7
10228,MYL9
10229,MYLIP
10230,MYLK
10231,MYLK2
10232,MYLK3
10233,MYLK4
10234,MYLPF
10235,MYNN
10236,MYO10
10237,MYO15A
10238,MYO16
10239,MYO18A
10240,MYO18B
10241,MYO19
10242,MYO1A
10243,MYO1B
10244,MYO1C
10245,MYO1D
10246,MYO1E
10247,MYO1F
10248,MYO1G
10249,MYO1H
10250,MYO3A
10251,MYO3B
10252,MYO5A
10253,MYO5B
10254,MYO5C
10255,MYO6
10256,MYO7A
10257,MYO7B
10258,MYO9A
10259,MYO9B
10260,MYOC
10261,MYOCD
10262,MYOD1
10263,MYOF
10264,MYOG
10265,MYOM1
10266,MYOM2
10267,MYOM3
10268,MYOT
10269,MYOZ1
10270,MYOZ2
10271,MYOZ3
10272,MYPN
10273,MYPOP
10274,MYRF
10275,MYRFL
10276,MYRIP
10277,MYSM1
10278,MYT1
10279,MYT1L
10280,MYZAP
10281,MZB1
10282,MZF1
10283,MZT1
10284,MZT2A
10285,MZT2B
10286,N4BP1
10287,N4BP2
10288,N4BP2L1
10289,N4BP2L2
10290,N4BP3
10291,N6AMT2
10292,NAA10
10293,NAA11
10294,NAA15
10295,NAA16
10296,NAA20
10297,NAA25
10298,NAA30
10299,NAA35
10300,NAA38
10301,NAA40
10302,NAA50
10303,NAA60
10304,NAAA
10305,NAALAD2
10306,NAALADL1
10307,NAALADL2
10308,NAB1
10309,NAB2
10310,NABP1
10311,NABP2
10312,NACA
10313,NACA2
10314,NACAD
10315,NACC1
10316,NACC2
10317,NADK
10318,NADK2
10319,NADSYN1
10320,NAE1
10321,NAF1
10322,NAGA
10323,NAGK
10324,NAGLU
10325,NAGPA
10326,NAGS
10327,NAIF1
10328,NAIP
10329,NALCN
10330,NAMPT
10331,NANOG
10332,NANOGNB
10333,NANOS1
10334,NANOS2
10335,NANOS3
10336,NANP
10337,NANS
10338,NAP1L1
10339,NAP1L2
10340,NAP1L3
10341,NAP1L4
10342,NAP1L5
10343,NAP1L6
10344,NAPA
10345,NAPB
10346,NAPEPLD
10347,NAPG
10348,NAPRT
10349,NAPSA
10350,NARF
10351,NARFL
10352,NARS
10353,NARS2
10354,NASP
10355,NAT1
10356,NAT10
10357,NAT14
10358,NAT16
10359,NAT2
10360,NAT6
10361,NAT8
10362,NAT8L
10363,NAT9
10364,NATD1
10365,NAV1
10366,NAV2
10367,NAV3
10368,NBAS
10369,NBEA
10370,NBEAL1
10371,NBEAL2
10372,NBL1
10373,NBN
10374,NBPF1
10375,NBPF10
10376,NBPF11
10377,NBPF12
10378,NBPF14
10379,NBPF15
10380,NBPF3
10381,NBPF4
10382,NBPF6
10383,NBPF8
10384,NBPF9
10385,NBR1
10386,NCALD
10387,NCAM1
10388,NCAM2
10389,NCAN
10390,NCAPD2
10391,NCAPD3
10392,NCAPG
10393,NCAPG2
10394,NCAPH
10395,NCAPH2
10396,NCBP1
10397,NCBP2
10398,NCBP2L
10399,NCCRP1
10400,NCDN
10401,NCEH1
10402,NCF1
10403,NCF2
10404,NCF4
10405,NCK1
10406,NCK2
10407,NCKAP1
10408,NCKAP1L
10409,NCKAP5
10410,NCKAP5L
10411,NCKIPSD
10412,NCL
10413,NCLN
10414,NCMAP
10415,NCOA1
10416,NCOA2
10417,NCOA3
10418,NCOA4
10419,NCOA5
10420,NCOA6
10421,NCOA7
10422,NCOR1
10423,NCOR2
10424,NCR1
10425,NCR2
10426,NCR3
10427,NCR3LG1
10428,NCS1
10429,NCSTN
10430,NDC1
10431,NDC80
10432,NDE1
10433,NDEL1
10434,NDFIP1
10435,NDFIP2
10436,NDN
10437,NDNF
10438,NDNL2
10439,NDOR1
10440,NDP
10441,NDRG1
10442,NDRG2
10443,NDRG3
10444,NDRG4
10445,NDST1
10446,NDST2
10447,NDST3
10448,NDST4
10449,NDUFA1
10450,NDUFA10
10451,NDUFA11
10452,NDUFA12
10453,NDUFA13
10454,NDUFA2
10455,NDUFA3
10456,NDUFA4
10457,NDUFA4L2
10458,NDUFA5
10459,NDUFA6
10460,NDUFA7
10461,NDUFA8
10462,NDUFA9
10463,NDUFAB1
10464,NDUFAF1
10465,NDUFAF2
10466,NDUFAF3
10467,NDUFAF4
10468,NDUFAF5
10469,NDUFAF6
10470,NDUFAF7
10471,NDUFB1
10472,NDUFB10
10473,NDUFB11
10474,NDUFB2
10475,NDUFB3
10476,NDUFB4
10477,NDUFB5
10478,NDUFB6
10479,NDUFB7
10480,NDUFB8
10481,NDUFB9
10482,NDUFC1
10483,NDUFC2
10484,NDUFC2-KCTD14
10485,NDUFS1
10486,NDUFS2
10487,NDUFS3
10488,NDUFS4
10489,NDUFS5
10490,NDUFS6
10491,NDUFS7
10492,NDUFS8
10493,NDUFV1
10494,NDUFV2
10495,NDUFV3
10496,NEB
10497,NEBL
10498,NECAB1
10499,NECAB2
10500,NECAB3
10501,NECAP1
10502,NECAP2
10503,NEDD1
10504,NEDD4
10505,NEDD4L
10506,NEDD8
10507,NEDD8-MDP1
10508,NEDD9
10509,NEFH
10510,NEFL
10511,NEFM
10512,NEGR1
10513,NEIL1
10514,NEIL2
10515,NEIL3
10516,NEK1
10517,NEK10
10518,NEK11
10519,NEK2
10520,NEK3
10521,NEK4
10522,NEK5
10523,NEK6
10524,NEK7
10525,NEK8
10526,NEK9
10527,NELFA
10528,NELFB
10529,NELFCD
10530,NELFE
10531,NELL1
10532,NELL2
10533,NEMF
10534,NENF
10535,NEO1
10536,NES
10537,NET1
10538,NETO1
10539,NETO2
10540,NEU1
10541,NEU2
10542,NEU3
10543,NEU4
10544,NEURL1
10545,NEURL1B
10546,NEURL2
10547,NEURL3
10548,NEURL4
10549,NEUROD1
10550,NEUROD2
10551,NEUROD4
10552,NEUROD6
10553,NEUROG1
10554,NEUROG2
10555,NEUROG3
10556,NEXN
10557,NF1
10558,NF2
10559,NFAM1
10560,NFASC
10561,NFAT5
10562,NFATC1
10563,NFATC2
10564,NFATC2IP
10565,NFATC3
10566,NFATC4
10567,NFE2
10568,NFE2L1
10569,NFE2L2
10570,NFE2L3
10571,NFIA
10572,NFIB
10573,NFIC
10574,NFIL3
10575,NFIX
10576,NFKB1
10577,NFKB2
10578,NFKBIA
10579,NFKBIB
10580,NFKBID
10581,NFKBIE
10582,NFKBIL1
10583,NFKBIZ
10584,NFRKB
10585,NFS1
10586,NFU1
10587,NFX1
10588,NFXL1
10589,NFYA
10590,NFYB
10591,NFYC
10592,NGB
10593,NGDN
10594,NGEF
10595,NGF
10596,NGFR
10597,NGFRAP1
10598,NGLY1
10599,NGRN
10600,NHEJ1
10601,NHLH1
10602,NHLH2
10603,NHLRC1
10604,NHLRC2
10605,NHLRC3
10606,NHLRC4
10607,NHP2
10608,NHP2L1
10609,NHS
10610,NHSL1
10611,NHSL2
10612,NICN1
10613,NID1
10614,NID2
10615,NIF3L1
10616,NIFK
10617,NIM1K
10618,NIN
10619,NINJ1
10620,NINJ2
10621,NINL
10622,NIP7
10623,NIPA1
10624,NIPA2
10625,NIPAL1
10626,NIPAL2
10627,NIPAL3
10628,NIPAL4
10629,NIPBL
10630,NIPSNAP1
10631,NIPSNAP3A
10632,NIPSNAP3B
10633,NISCH
10634,NIT1
10635,NIT2
10636,NKAIN1
10637,NKAIN2
10638,NKAIN3
10639,NKAIN4
10640,NKAP
10641,NKAPL
10642,NKD1
10643,NKD2
10644,NKG7
10645,NKIRAS1
10646,NKIRAS2
10647,NKPD1
10648,NKRF
10649,NKTR
10650,NKX1-1
10651,NKX1-2
10652,NKX2-1
10653,NKX2-2
10654,NKX2-3
10655,NKX2-4
10656,NKX2-5
10657,NKX2-6
10658,NKX2-8
10659,NKX3-1
10660,NKX3-2
10661,NKX6-1
10662,NKX6-2
10663,NKX6-3
10664,NLE1
10665,NLGN1
10666,NLGN2
10667,NLGN3
10668,NLGN4X
10669,NLGN4Y
10670,NLK
10671,NLN
10672,NLRC3
10673,NLRC4
10674,NLRC5
10675,NLRP1
10676,NLRP10
10677,NLRP11
10678,NLRP12
10679,NLRP13
10680,NLRP14
10681,NLRP2
10682,NLRP3
10683,NLRP4
10684,NLRP5
10685,NLRP6
10686,NLRP7
10687,NLRP8
10688,NLRP9
10689,NLRX1
10690,NMB
10691,NMBR
10692,NMD3
10693,NME1
10694,NME1-NME2
10695,NME2
10696,NME3
10697,NME4
10698,NME5
10699,NME6
10700,NME7
10701,NME8
10702,NME9
10703,NMI
10704,NMNAT1
10705,NMNAT2
10706,NMNAT3
10707,NMRAL1
10708,NMRK1
10709,NMRK2
10710,NMS
10711,NMT1
10712,NMT2
10713,NMU
10714,NMUR1
10715,NMUR2
10716,NNAT
10717,NNMT
10718,NNT
10719,NOA1
10720,NOB1
10721,NOBOX
10722,NOC2L
10723,NOC3L
10724,NOC4L
10725,NOD1
10726,NOD2
10727,NODAL
10728,NOG
10729,NOL10
10730,NOL11
10731,NOL12
10732,NOL3
10733,NOL4
10734,NOL4L
10735,NOL6
10736,NOL7
10737,NOL8
10738,NOL9
10739,NOLC1
10740,NOM1
10741,NOMO1
10742,NOMO2
10743,NOMO3
10744,NONO
10745,NOP10
10746,NOP14
10747,NOP16
10748,NOP2
10749,NOP56
10750,NOP58
10751,NOP9
10752,NOS1
10753,NOS1AP
